beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id
"Bare Ass Blonde Ale","DuClaw Brewing Company","Blonde Ale",5,19,,,,,,,,2,"2013-02-10 21:52:24",https://untappd.com/c/22199721,https://untappd.com/beer/31078,https://untappd.com/brewery/4921,"United States",Baltimore,MD,,,,22199721,31078,4921
"Grainstorm Black Rye IPA","Boulevard Brewing Co.","IPA - Black / Cascadian Dark Ale",7.7,65,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-02-14 18:27:08",https://untappd.com/c/22396822,https://untappd.com/beer/274124,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,22396822,274124,1514
"Sneak Attack","21st Amendment Brewery","Saison / Farmhouse Ale",6.2,38,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-02-14 18:48:28",https://untappd.com/c/22399050,https://untappd.com/beer/244212,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,22399050,244212,4339
Porter,"Founders Brewing Co.","Porter - American",6.5,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2013-02-14 19:09:57",https://untappd.com/c/22401587,https://untappd.com/beer/9346,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,22401587,9346,549
"Milk Stout","The Duck-Rabbit Craft Brewery","Stout - Milk / Sweet",5.7,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-02-14 19:39:10",https://untappd.com/c/22405436,https://untappd.com/beer/5445,https://untappd.com/brewery/2682,"United States",Farmville,NC,,,,22405436,5445,2682
"Brown Bag Series #1 - American IPA","Long Trail Brewing Company","IPA - American",6.4,70,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-02-14 20:32:18",https://untappd.com/c/22413045,https://untappd.com/beer/250375,https://untappd.com/brewery/801,"United States","Bridgewater Corners",VT,,,,22413045,250375,801
"St. Bernardus Wit","Brouwerij St. Bernardus",Witbier,5.5,10,,Table,Washington,D.C.,"United States",38.9073,-77.0243,3,"2013-02-21 19:19:40",https://untappd.com/c/22975710,https://untappd.com/beer/4700,https://untappd.com/brewery/296,Belgium,Watou,West-Vlaanderen,,,,22975710,4700,296
"The Love Wheat Beer","Starr Hill Brewery",Hefeweizen,5.1,9,,,,,,,,3,"2013-02-23 21:02:17",https://untappd.com/c/23225942,https://untappd.com/beer/7248,https://untappd.com/brewery/1861,"United States",Crozet,VA,,,,23225942,7248,1861
"Sunset Wheat","Jacob Leinenkugel Brewing Company",Witbier,4.9,14,,,,,,,,2,"2013-02-23 22:09:39",https://untappd.com/c/23245603,https://untappd.com/beer/6583,https://untappd.com/brewery/708,"United States","Chippewa Falls",WI,,,,23245603,6583,708
"Milk Stout","The Duck-Rabbit Craft Brewery","Stout - Milk / Sweet",5.7,25,,"Acre 121",Washington,D.C.,"United States",38.9287,-77.0335,4,"2013-02-23 23:54:42",https://untappd.com/c/23267143,https://untappd.com/beer/5445,https://untappd.com/brewery/2682,"United States",Farmville,NC,,,,23267143,5445,2682
"Double-Wide I.P.A.","Boulevard Brewing Co.","IPA - Imperial / Double",8.5,71,,"Acre 121",Washington,D.C.,"United States",38.9287,-77.0335,3.5,"2013-02-23 23:55:14",https://untappd.com/c/23267325,https://untappd.com/beer/27391,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,23267325,27391,1514
"Winter Storm","Heavy Seas Beer","Extra Special / Strong Bitter",7.5,50,,,,,,,,3.5,"2013-02-28 18:29:47",https://untappd.com/c/23537716,https://untappd.com/beer/3996,https://untappd.com/brewery/385,"United States",Baltimore,MD,,,,23537716,3996,385
"Trois Pistoles",Unibroue,"Belgian Strong Dark Ale",9,16,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-02-28 18:49:16",https://untappd.com/c/23539788,https://untappd.com/beer/4045,https://untappd.com/brewery/1307,Canada,Chambly,QC,,,,23539788,4045,1307
"Rocket Dog Rye IPA","Laughing Dog Brewing","IPA - Rye",6.7,63,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-02-28 19:37:02",https://untappd.com/c/23545876,https://untappd.com/beer/22364,https://untappd.com/brewery/775,"United States",Ponderay,ID,,,,23545876,22364,775
"Winter Storm","Heavy Seas Beer","Extra Special / Strong Bitter",7.5,50,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-02-28 20:46:52",https://untappd.com/c/23556267,https://untappd.com/beer/3996,https://untappd.com/brewery/385,"United States",Baltimore,MD,,,,23556267,3996,385
"Winter Storm","Heavy Seas Beer","Extra Special / Strong Bitter",7.5,50,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-02-28 22:01:03",https://untappd.com/c/23567653,https://untappd.com/beer/3996,https://untappd.com/brewery/385,"United States",Baltimore,MD,,,,23567653,3996,385
"Edmund Fitzgerald","Great Lakes Brewing Company","Porter - American",6,37,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-03-06 18:04:43",https://untappd.com/c/24037013,https://untappd.com/beer/12049,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,24037013,12049,3125
"Spice of Life: Nugget","Sixpoint Brewery","IPA - American",5.7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-06 18:51:07",https://untappd.com/c/24041202,https://untappd.com/beer/66896,https://untappd.com/brewery/1149,"United States",Brooklyn,NY,,,,24041202,66896,1149
"Hop Nosh IPA","Uinta Brewing Company","IPA - American",7.3,82,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-06 18:53:22",https://untappd.com/c/24041345,https://untappd.com/beer/555987,https://untappd.com/brewery/1304,"United States","Salt Lake City",UT,,,,24041345,555987,1304
"A Little Sumpin' Sumpin' Ale","Lagunitas Brewing Company","Pale Wheat Ale - American",7.5,65,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-06 19:41:58",https://untappd.com/c/24046676,https://untappd.com/beer/25796,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,24046676,25796,765
"Boont Amber Ale","Anderson Valley Brewing Company","Red Ale - American Amber / Red",5.8,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-07 18:40:27",https://untappd.com/c/24101810,https://untappd.com/beer/4481,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,24101810,4481,3880
"Oatmeal Porter","Highland Brewing Company","Porter - American",5.9,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-07 18:44:10",https://untappd.com/c/24102264,https://untappd.com/beer/4464,https://untappd.com/brewery/658,"United States",Asheville,NC,,,,24102264,4464,658
"Heavenly Feijoa Tripel (Lips of Faith)","New Belgium Brewing Company","Belgian Tripel",9,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-07 19:13:56",https://untappd.com/c/24106030,https://untappd.com/beer/277362,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,24106030,277362,905
Pistil,"Magic Hat Brewing Company","Spiced / Herbed Beer",4.5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2013-03-07 19:49:57",https://untappd.com/c/24111337,https://untappd.com/beer/120275,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,24111337,120275,812
"Cascara Quad (Lips of Faith)","New Belgium Brewing Company","Belgian Quad",10,22,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-07 20:30:55",https://untappd.com/c/24117845,https://untappd.com/beer/295375,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,24117845,295375,905
"Edmund Fitzgerald","Great Lakes Brewing Company","Porter - American",6,37,,,,,,,,4,"2013-03-09 22:42:38",https://untappd.com/c/24381754,https://untappd.com/beer/12049,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,24381754,12049,3125
"Edmund Fitzgerald","Great Lakes Brewing Company","Porter - American",6,37,,,,,,,,4,"2013-03-09 22:50:30",https://untappd.com/c/24383129,https://untappd.com/beer/12049,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,24383129,12049,3125
"Gaelic Ale","Highland Brewing Company","Red Ale - American Amber / Red",5.6,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-13 21:06:17",https://untappd.com/c/24632009,https://untappd.com/beer/4463,https://untappd.com/brewery/658,"United States",Asheville,NC,,,,24632009,4463,658
"Boont Amber Ale","Anderson Valley Brewing Company","Red Ale - American Amber / Red",5.8,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-13 21:27:02",https://untappd.com/c/24634769,https://untappd.com/beer/4481,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,24634769,4481,3880
"Boont Amber Ale","Anderson Valley Brewing Company","Red Ale - American Amber / Red",5.8,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-13 21:46:20",https://untappd.com/c/24637370,https://untappd.com/beer/4481,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,24637370,4481,3880
"Boont Amber Ale","Anderson Valley Brewing Company","Red Ale - American Amber / Red",5.8,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-13 22:09:04",https://untappd.com/c/24640262,https://untappd.com/beer/4481,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,24640262,4481,3880
"Boont Amber Ale","Anderson Valley Brewing Company","Red Ale - American Amber / Red",5.8,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-13 22:29:04",https://untappd.com/c/24642729,https://untappd.com/beer/4481,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,24642729,4481,3880
Blindfold,"Sierra Nevada Brewing Co.","IPA - Black / Cascadian Dark Ale",6.8,70,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-14 18:34:51",https://untappd.com/c/24676935,https://untappd.com/beer/188377,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,24676935,188377,1142
"Raging Bitch Belgian IPA","Flying Dog Brewery","IPA - Belgian",8.3,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-03-14 19:29:05",https://untappd.com/c/24683681,https://untappd.com/beer/5756,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,24683681,5756,540
"Green Peppercorn Tripel","The Brewer's Art","Belgian Tripel",9,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-03-14 20:59:42",https://untappd.com/c/24697702,https://untappd.com/beer/16951,https://untappd.com/brewery/242,"United States",Baltimore,MD,,,,24697702,16951,242
"Fat Tire","New Belgium Brewing Company","Red Ale - American Amber / Red",5.2,22,,,,,,,,3,"2013-03-15 17:28:59",https://untappd.com/c/24753163,https://untappd.com/beer/6887,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,24753163,6887,905
"Köstritzer Schwarzbier","Köstritzer Schwarzbierbrauerei",Schwarzbier,4.8,22,,"Biergarten Haus",Washington,D.C.,"United States",38.8999,-76.9865,3,"2013-03-16 22:00:32",https://untappd.com/c/24957615,https://untappd.com/beer/25784,https://untappd.com/brewery/104871,Germany,"Bad Köstritz",Thüringen,,,,24957615,25784,104871
"Köstritzer Schwarzbier","Köstritzer Schwarzbierbrauerei",Schwarzbier,4.8,22,,"Biergarten Haus",Washington,D.C.,"United States",38.8999,-76.9865,3,"2013-03-16 22:17:23",https://untappd.com/c/24961437,https://untappd.com/beer/25784,https://untappd.com/brewery/104871,Germany,"Bad Köstritz",Thüringen,,,,24961437,25784,104871
"Köstritzer Schwarzbier","Köstritzer Schwarzbierbrauerei",Schwarzbier,4.8,22,,"Biergarten Haus",Washington,D.C.,"United States",38.8999,-76.9865,3,"2013-03-16 22:45:18",https://untappd.com/c/24967593,https://untappd.com/beer/25784,https://untappd.com/brewery/104871,Germany,"Bad Köstritz",Thüringen,,,,24967593,25784,104871
"Weihenstephaner Hefeweissbier","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,5.4,14,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-19 20:58:20",https://untappd.com/c/25207997,https://untappd.com/beer/8745,https://untappd.com/brewery/88,Germany,"85354 Freising",BY,,,,25207997,8745,88
"Weihenstephaner Hefeweissbier","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,5.4,14,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-03-19 21:20:22",https://untappd.com/c/25210640,https://untappd.com/beer/8745,https://untappd.com/brewery/88,Germany,"85354 Freising",BY,,,,25210640,8745,88
"60 Minute IPA","Dogfish Head Craft Brewery","IPA - American",6,60,,,,,,,,3,"2013-03-22 16:53:44",https://untappd.com/c/25398454,https://untappd.com/beer/3952,https://untappd.com/brewery/459,"United States",Milton,DE,,,,25398454,3952,459
"Wild Night","Swamp Head Brewery","Cream Ale",5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2,"2013-04-01 19:14:35",https://untappd.com/c/26400388,https://untappd.com/beer/11098,https://untappd.com/brewery/3070,"United States",Gainesville,FL,,,,26400388,11098,3070
"CBC Mandarina Best Bitter","Victory Brewing Company","Extra Special / Strong Bitter",4.3,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-01 19:15:23",https://untappd.com/c/26400516,https://untappd.com/beer/336825,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,26400516,336825,1326
"Blanc Session Ale","Victory Brewing Company","Golden Ale",3.9,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2013-04-01 19:36:15",https://untappd.com/c/26402524,https://untappd.com/beer/334199,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,26402524,334199,1326
"Quinannan Falls","Bell's Brewery","Lager - IPL (India Pale Lager)",6.3,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2013-04-04 18:30:50",https://untappd.com/c/26580246,https://untappd.com/beer/23814,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,26580246,23814,2507
"Cerveza Nacional De La Capital","Chocolate City Beer ",Schwarzbier,5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-04 18:52:32",https://untappd.com/c/26582897,https://untappd.com/beer/552888,https://untappd.com/brewery/15108,"United States",Washington,DC,,,,26582897,552888,15108
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-04 19:39:34",https://untappd.com/c/26589424,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,26589424,36834,549
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-04-04 20:13:24",https://untappd.com/c/26594983,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,26594983,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-04-04 20:36:59",https://untappd.com/c/26598911,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,26598911,4508,3880
"Fat Tire","New Belgium Brewing Company","Red Ale - American Amber / Red",5.2,22,,"The Reef Restaurant & Bar",Washington,D.C.,"United States",38.9218,-77.0426,3,"2013-04-06 22:47:55",https://untappd.com/c/26898098,https://untappd.com/beer/6887,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,26898098,6887,905
"Fat Tire","New Belgium Brewing Company","Red Ale - American Amber / Red",5.2,22,,"The Reef Restaurant & Bar",Washington,D.C.,"United States",38.9218,-77.0426,3,"2013-04-06 23:34:25",https://untappd.com/c/26907032,https://untappd.com/beer/6887,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,26907032,6887,905
"Fat Tire","New Belgium Brewing Company","Red Ale - American Amber / Red",5.2,22,,"The Reef Restaurant & Bar",Washington,D.C.,"United States",38.9218,-77.0426,3,"2013-04-07 01:37:03",https://untappd.com/c/26922331,https://untappd.com/beer/6887,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,26922331,6887,905
"Colliding Hemispheres","DC Brau Brewing Company","Brown Ale - Belgian",6.5,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-10 18:35:48",https://untappd.com/c/27199402,https://untappd.com/beer/319689,https://untappd.com/brewery/10489,"United States",Washington,DC,,,,27199402,319689,10489
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-10 19:18:11",https://untappd.com/c/27204180,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,27204180,36834,549
"Prima Pils","Victory Brewing Company","Pilsner - German",5.3,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2013-04-11 18:28:05",https://untappd.com/c/27267486,https://untappd.com/beer/3820,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,27267486,3820,1326
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-04-11 18:28:52",https://untappd.com/c/27267559,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,27267559,4508,3880
"Sixty One","Dogfish Head Craft Brewery","IPA - American",6.5,50,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-11 18:38:32",https://untappd.com/c/27268730,https://untappd.com/beer/301756,https://untappd.com/brewery/459,"United States",Milton,DE,,,,27268730,301756,459
